2018-12-03 17:43:12.134 [background-preinit] INFO  org.hibernate.validator.internal.util.Version 30  -| HV000001: Hibernate Validator 5.3.6.Final
2018-12-03 17:43:19.352 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration' of type [org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration$$EnhancerBySpringCGLIB$$c2c389fa] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.386 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'spring.jackson-org.springframework.boot.autoconfigure.jackson.JacksonProperties' of type [org.springframework.boot.autoconfigure.jackson.JacksonProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.392 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'standardJacksonObjectMapperBuilderCustomizer' of type [org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration$StandardJackson2ObjectMapperBuilderCustomizer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.405 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration' of type [org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$$EnhancerBySpringCGLIB$$376b7f81] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.438 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'jsonComponentModule' of type [org.springframework.boot.jackson.JsonComponentModule] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.443 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'org.springframework.data.web.config.SpringDataJacksonConfiguration' of type [org.springframework.data.web.config.SpringDataJacksonConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.451 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'jacksonGeoModule' of type [org.springframework.data.geo.GeoModule] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.460 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'org.springframework.boot.autoconfigure.web.ServerPropertiesAutoConfiguration' of type [org.springframework.boot.autoconfigure.web.ServerPropertiesAutoConfiguration$$EnhancerBySpringCGLIB$$b021de31] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.495 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'serverProperties' of type [org.springframework.boot.autoconfigure.web.ServerProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.508 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'spring.boot.admin-de.codecentric.boot.admin.config.AdminServerProperties' of type [de.codecentric.boot.admin.config.AdminServerProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.515 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'de.codecentric.boot.admin.config.AdminServerWebConfiguration' of type [de.codecentric.boot.admin.config.AdminServerWebConfiguration$$EnhancerBySpringCGLIB$$303f74e5] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.525 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'adminJacksonModule' of type [com.fasterxml.jackson.databind.module.SimpleModule] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.530 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'jacksonObjectMapperBuilder' of type [org.springframework.http.converter.json.Jackson2ObjectMapperBuilder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.531 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'redisCacheConfig' of type [com.lixing.docker.dockerboot.config.RedisCacheConfig$$EnhancerBySpringCGLIB$$395f1d53] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.534 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$42de987f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.584 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'org.springframework.cloud.netflix.metrics.MetricsInterceptorConfiguration$MetricsRestTemplateConfiguration' of type [org.springframework.cloud.netflix.metrics.MetricsInterceptorConfiguration$MetricsRestTemplateConfiguration$$EnhancerBySpringCGLIB$$2bf908a2] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:19.601 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 327  -| Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$15e6655e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-03 17:43:20.002 [restartedMain] INFO  org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainer 89  -| Tomcat initialized with port(s): 8090 (http)
2018-12-03 17:43:20.010 [restartedMain] INFO  org.apache.catalina.core.StandardService 180  -| Starting service [Tomcat]
2018-12-03 17:43:20.012 [restartedMain] INFO  org.apache.catalina.core.StandardEngine 180  -| Starting Servlet Engine: Apache Tomcat/8.5.27
2018-12-03 17:43:20.381 [localhost-startStop-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] 180  -| Initializing Spring embedded WebApplicationContext
2018-12-03 17:43:20.382 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader 276  -| Root WebApplicationContext: initialization completed in 3289 ms
2018-12-03 17:43:20.742 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.ServletRegistrationBean 190  -| Mapping servlet: 'statViewServlet' to [/druid/*]
2018-12-03 17:43:20.744 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.ServletRegistrationBean 190  -| Mapping servlet: 'dispatcherServlet' to [/]
2018-12-03 17:43:20.744 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.ServletRegistrationBean 190  -| Mapping servlet: 'zuulServlet' to [/zuul/*]
2018-12-03 17:43:20.747 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean 258  -| Mapping filter: 'metricsFilter' to: [/*]
2018-12-03 17:43:20.747 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean 258  -| Mapping filter: 'characterEncodingFilter' to: [/*]
2018-12-03 17:43:20.748 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean 258  -| Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-12-03 17:43:20.748 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean 258  -| Mapping filter: 'httpPutFormContentFilter' to: [/*]
2018-12-03 17:43:20.748 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean 258  -| Mapping filter: 'requestContextFilter' to: [/*]
2018-12-03 17:43:20.748 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean 258  -| Mapping filter: 'webRequestLoggingFilter' to: [/*]
2018-12-03 17:43:20.749 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean 271  -| Mapping filter: 'webStatFilter' to urls: [/*]
2018-12-03 17:43:20.749 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean 258  -| Mapping filter: 'applicationContextIdFilter' to: [/*]
2018-12-03 17:43:21.013 [restartedMain] INFO  com.alibaba.druid.pool.DruidDataSource 928  -| {dataSource-1} inited
2018-12-03 17:43:21.250 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean 356  -| Building JPA container EntityManagerFactory for persistence unit 'default'
2018-12-03 17:43:21.261 [restartedMain] INFO  org.hibernate.jpa.internal.util.LogHelper 31  -| HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2018-12-03 17:43:21.317 [restartedMain] INFO  org.hibernate.Version 37  -| HHH000412: Hibernate Core {5.0.12.Final}
2018-12-03 17:43:21.318 [restartedMain] INFO  org.hibernate.cfg.Environment 213  -| HHH000206: hibernate.properties not found
2018-12-03 17:43:21.319 [restartedMain] INFO  org.hibernate.cfg.Environment 317  -| HHH000021: Bytecode provider name : javassist
2018-12-03 17:43:21.357 [restartedMain] INFO  org.hibernate.annotations.common.Version 66  -| HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2018-12-03 17:43:21.470 [restartedMain] INFO  org.hibernate.dialect.Dialect 156  -| HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2018-12-03 17:43:21.498 [restartedMain] INFO  org.hibernate.engine.jdbc.env.internal.LobCreatorBuilderImpl 98  -| HHH000423: Disabling contextual LOB creation as JDBC driver reported JDBC version [3] less than 4
2018-12-03 17:43:21.639 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean 392  -| Initialized JPA EntityManagerFactory for persistence unit 'default'
2018-12-03 17:43:22.657 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/annot/redis/search/{id}]}" onto public com.lixing.docker.dockerboot.entity.User com.lixing.docker.dockerboot.controller.AnnotRedisController.getUser(java.lang.String)
2018-12-03 17:43:22.658 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/annot/redis/update/{id}]}" onto public java.lang.String com.lixing.docker.dockerboot.controller.AnnotRedisController.updateUser(java.lang.String)
2018-12-03 17:43:22.659 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/annot/redis/delete/{id}]}" onto public java.lang.String com.lixing.docker.dockerboot.controller.AnnotRedisController.deleteUser(java.lang.String)
2018-12-03 17:43:22.659 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/task/async]}" onto public java.lang.String com.lixing.docker.dockerboot.controller.AsyncTaskController.task()
2018-12-03 17:43:22.660 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/model/test]}" onto public void com.lixing.docker.dockerboot.controller.ModelController.model()
2018-12-03 17:43:22.661 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/redis/hash]}" onto public java.util.Map<java.lang.Object, java.lang.Object> com.lixing.docker.dockerboot.controller.RedisController.hash()
2018-12-03 17:43:22.662 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/redis/list]}" onto public java.util.List<java.lang.Object> com.lixing.docker.dockerboot.controller.RedisController.list()
2018-12-03 17:43:22.662 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/redis/set]}" onto public java.util.Set<java.lang.Object> com.lixing.docker.dockerboot.controller.RedisController.set()
2018-12-03 17:43:22.662 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/redis/value]}" onto public java.lang.Object com.lixing.docker.dockerboot.controller.RedisController.redis()
2018-12-03 17:43:22.663 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/redis/zset]}" onto public java.util.Set<java.lang.Object> com.lixing.docker.dockerboot.controller.RedisController.zset()
2018-12-03 17:43:22.664 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/api/user/{id}],methods=[GET]}" onto public com.lixing.docker.dockerboot.entity.User com.lixing.docker.dockerboot.controller.SwaggerDemoController.getUser(java.lang.Integer)
2018-12-03 17:43:22.665 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/test/mytest]}" onto public java.lang.String com.lixing.docker.dockerboot.controller.TestController.test()
2018-12-03 17:43:22.667 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/string]}" onto public java.lang.String com.lixing.docker.dockerboot.controller.UserController.test()
2018-12-03 17:43:22.667 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/user/{id}],methods=[GET]}" onto public com.lixing.docker.dockerboot.entity.User com.lixing.docker.dockerboot.controller.UserController.getUser(java.lang.Integer)
2018-12-03 17:43:22.667 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/userdelete/{id}]}" onto public int com.lixing.docker.dockerboot.controller.UserController.deleteUser(java.lang.String)
2018-12-03 17:43:22.668 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/users]}" onto public java.util.List<com.lixing.docker.dockerboot.entity.User> com.lixing.docker.dockerboot.controller.UserController.getUsers()
2018-12-03 17:43:22.668 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/user]}" onto public int com.lixing.docker.dockerboot.controller.UserController.insertUser()
2018-12-03 17:43:22.668 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/userupdate/{id}]}" onto public int com.lixing.docker.dockerboot.controller.UserController.saveUser(java.lang.Integer)
2018-12-03 17:43:22.669 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/v2/api-docs],methods=[GET],produces=[application/json || application/hal+json]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)
2018-12-03 17:43:22.672 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/swagger-resources]}" onto org.springframework.http.ResponseEntity<java.util.List<springfox.documentation.swagger.web.SwaggerResource>> springfox.documentation.swagger.web.ApiResourceController.swaggerResources()
2018-12-03 17:43:22.672 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/swagger-resources/configuration/ui]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.UiConfiguration> springfox.documentation.swagger.web.ApiResourceController.uiConfiguration()
2018-12-03 17:43:22.673 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/swagger-resources/configuration/security]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.SecurityConfiguration> springfox.documentation.swagger.web.ApiResourceController.securityConfiguration()
2018-12-03 17:43:22.677 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-12-03 17:43:22.678 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-12-03 17:43:22.686 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/api/applications/{id}],methods=[GET]}" onto public org.springframework.http.ResponseEntity<?> de.codecentric.boot.admin.registry.web.RegistryController.get(java.lang.String)
2018-12-03 17:43:22.687 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/api/applications],methods=[POST]}" onto public org.springframework.http.ResponseEntity<?> de.codecentric.boot.admin.registry.web.RegistryController.register(de.codecentric.boot.admin.model.Application,org.springframework.web.util.UriComponentsBuilder)
2018-12-03 17:43:22.687 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/api/applications/{id}],methods=[DELETE]}" onto public org.springframework.http.ResponseEntity<?> de.codecentric.boot.admin.registry.web.RegistryController.unregister(java.lang.String)
2018-12-03 17:43:22.687 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/api/applications],methods=[GET]}" onto public java.util.Collection<de.codecentric.boot.admin.model.Application> de.codecentric.boot.admin.registry.web.RegistryController.applications(java.lang.String)
2018-12-03 17:43:22.690 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/api/journal],produces=[application/json]}" onto public java.util.Collection<de.codecentric.boot.admin.event.ClientApplicationEvent> de.codecentric.boot.admin.journal.web.JournalController.getJournal()
2018-12-03 17:43:22.690 [restartedMain] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping 543  -| Mapped "{[/api/journal],produces=[text/event-stream]}" onto public org.springframework.web.servlet.mvc.method.annotation.SseEmitter de.codecentric.boot.admin.journal.web.JournalController.getJournalEvents()
2018-12-03 17:43:23.214 [restartedMain] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping 543  -| Mapped "{[/auditevents || /auditevents.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.boot.actuate.endpoint.mvc.AuditEventsMvcEndpoint.findByPrincipalAndAfterAndType(java.lang.String,java.util.Date,java.lang.String)
2018-12-03 17:43:23.215 [restartedMain] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping 543  -| Mapped "{[/heapdump || /heapdump.json],methods=[GET],produces=[application/octet-stream]}" onto public void org.springframework.boot.actuate.endpoint.mvc.HeapdumpMvcEndpoint.invoke(boolean,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.io.IOException,javax.servlet.ServletException
2018-12-03 17:43:23.215 [restartedMain] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping 543  -| Mapped "{[/env],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.value(java.util.Map<java.lang.String, java.lang.String>)
2018-12-03 17:43:23.216 [restartedMain] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping 543  -| Mapped "{[/env/reset],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.Object> org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.reset()
2018-12-03 17:43:23.217 [restartedMain] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping 543  -| Mapped "{[/mappings || /mappings.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2018-12-03 17:43:23.217 [restartedMain] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping 543  -| Mapped "{[/configprops || /configprops.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2018-12-03 17:43:23.218 [restartedMain] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping 543  -| Mapped "{[/metrics/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.MetricsMvcEndpoint.value(java.lang.String)
2018-12-03 17:43:23.218 [restartedMain] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping 543  -| Mapped "{[/metrics || /metrics.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2018-12-03 17:43:23.219 [restartedMain] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping 543  -| Mapped "{[/archaius || /archaius.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2018-12-03 17:43:23.219 [restartedMain] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping 543  -| Mapped "{[/beans || /beans.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2018-12-03 17:43:23.220 [restartedMain] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping 543  -| Mapped "{[/health || /health.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.HealthMvcEndpoint.invoke(javax.servlet.http.HttpServletRequest,java.security.Principal)
